StoreID,StoreName,Disabled,Abbreviation,ManagerEmployeeID,ManagerCommissionable,Address,City,StateProv,ZipPostal,Country,PhoneNumber,FaxNumber,DistrictName,RegionName,ChannelName,StoreType,GLCode,SquareFootage,LocationCode,Latitude,Longitude,AddressVerified,TimeZone,AdjustDST,CashPolicy,MaxCashDrawer,Serial_on_OE,Phone_on_OE,PAW_on_OE,Comment_on_OE,HideCustomerAddress,EmailAddress,GeneralLocationNotes,SaleInvoiceComment,StaffLevel,BankDetails,Taxes,LeaseStartDate,LeaseEndDate,Rent,PropertyTaxes,InsuranceAmount,OtherCharges,DepositTaken,LeaseNotes,InsuranceCompany,LandlordNotes,LandlordName,RelocationDate,UseLocationEmail,LocationEntityID,DateLastStatusChanged
385,1050 Wayne,0,1050N,395,FALSE,1616 State Route 23,Wayne,NJ,7470,United States,9736945553,,New Jersey North,NYNJ Region,Northeast Market,5 Tier-PPP,1050,0,LGY70,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-8pm, Sun 11am-6pm",,,,NJ - Sales Tax 6.875%,,,0,0,0,0,0,,,SPRING COMMUNICATIONS - WAYNE/60144965,SPRING COMMUNICATIONS - WAYNE/60144965,,TRUE,84741,
389,1054 Thornwood,0,1054N,395,FALSE,978 Broadway,Thornwood,NY,10594,United States,9147476903,,Upstate New York,NYNJ Region,Northeast Market,5 Tier-PPP,1054,0,CW9EO,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-5pm",,,,NY - Sales Tax 7.375%,,,0,0,0,0,0,,,SPRING COMMUNICATIONS - THORNWOOD/60144625,SPRING COMMUNICATIONS - THORNWOOD/60144625,,TRUE,29985,
1356,1112 Tarrytown,0,1112N,168,FALSE,8A Main St,Tarrytown,NY,10591,United States,9143320070,,Upstate New York,NYNJ Region,Northeast Market,5 Tier-PPP,1112,1,EBCYF,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun 11am-5pm",,,,NY - Sales Tax 7.375%,,,0,0,0,0,0,,,SPRING - TARRYTOWN/60146055,SPRING - TARRYTOWN/60146055,,TRUE,59767,
458,1086 Waterford,0,1086C,395,FALSE,106 Boston Post Rd,Waterford,CT,6385,United States,8604371099,,Connecticut East,New England Region,Northeast Market,5 Tier-PPP,1086,0,3HPQ2,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun Closed",,,,"CT - Sales Tax 6.35%, $.58 E911 Fee (CT)",,,0,0,0,0,0,,,SPRING COMMUNICATIONS - WATERFORD/61249849,SPRING COMMUNICATIONS - WATERFORD/61249849,,TRUE,30053,
376,1041 Windsor,0,1041C,395,FALSE,1095 Kennedy Rd Suite 7A,Windsor,CT,6095,United States,8602850358,,Connecticut East,New England Region,Northeast Market,5 Tier-PPP,1041,0,UWFA6,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun 11am-6pm

",,,,"CT - Sales Tax 6.35%, $.58 E911 Fee (CT)",,,0,0,0,0,0,UWFA6,,SPRING COMMUNICATIONS - WINDSOR/60146617,SPRING COMMUNICATIONS - WINDSOR/60146617,,TRUE,29973,
1824,2237 Costa Mesa,0,2237C,284,FALSE,2800 Harbor Blvd Suite C,Costa Mesa,CA,92626,United States,7144320900,,OC North,Greater Los Angeles Region,West Market,5 Tier-PPP,2237,0,WALPM,,,Not Verified,(GMT-08:00) Pacific Time (US & Canada); Tijuana,TRUE,Single-Drawer,0,FALSE,TRUE,FALSE,FALSE,FALSE,Do Not Reply,"Mon-Fri 10am-7pm, Sat 10am-6pm, Sun 12pm-5pm",,,,"CA - Sales Tax 7.75%, 5.9% E911 Fee (CA)",,,0,0,0,0,0,8/1/2016 0:00,,,,,TRUE,99033,2016-07-14T15:06:26.667
532,853 Locust Grove,0,GA853,281,FALSE,4902 Bill Gardner Pkwy,Locust Grove,GA,30248,United States,6788845757,,Southeast Atlanta,GA/SC Region,South Market,5 Tier-PPP,853,0,2N7MU,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun Closed",,,,"$.75 E911 Fee (GA), GA - Sales Tax 7%",,,0,0,0,0,0,,,,SPRING COMMUNICATIONS - LOCUST GROVE/61148370,,TRUE,36967,
2249,1817 Loganville,0,1817G,2187,FALSE,4729 Atlanta Hwy,Loganville,GA,30052,United States,7705758411,,Southeast Atlanta,GA/SC Region,South Market,5 Tier-PPP,1817,0,SZKVA,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Fri 9am-8pm, Sat 10am-6pm, Sun 11am-5pm",,,,"$.75 E911 Fee (GA), GA - Sales Tax 7%",,,0,0,0,0,0,12/7/2016,,,,,TRUE,100420,2016-10-24T13:45:08.77
335,1300 Washington,0,1300I,168,FALSE,1735 S State Rd 57 Suite 103,Washington,IN,47501,United States,8122545600,,Indiana South,MINKY Region,Central Market,5 Tier-PPP,1300,0,TWJC0,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 9am-8pm, Sun 11am-6pm",,,,"IN - Sales Tax 7%, $1.00 E911 Fee (IN)",,,0,0,0,0,0,,,SPRING COMMUNICATIONS - WASHINGTON/61292353,SPRING COMMUNICATIONS - WASHINGTON/61292353,,TRUE,29932,
337,1302 Boonville,0,1302I,168,FALSE,970 W Main St,Boonville,IN,47601,United States,8128974283,,Indiana South,MINKY Region,Central Market,5 Tier-PPP,1302,0,GBYT4,,,Not Verified,(GMT-06:00) Central Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun Closed",,,,"IN - Sales Tax 7%, $1.00 E911 Fee (IN)",,,0,0,0,0,0,,,SPRING COMM - BOONVILLE - GBYT4/60146877,SPRING COMM - BOONVILLE - GBYT4/60146877,,TRUE,29934,
2085,2501 Monticello Walmart Plaza,0,2501K,284,FALSE,75 Walmart Plaza Dr Suite 1,MONTICELLO,KY,42633,United States,6063430280,,Kentucky West,MINKY Region,Central Market,5 Tier-PPP,2501,0,P38QC,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun Closed",,,,KY - Sales Tax 6%,,,0,0,0,0,0,8/1/2016 0:00,,,,,TRUE,98946,2016-07-14T15:07:52.723
522,843 Hiawassee,0,GA843,281,FALSE,132 N Main St Suite 107,Hiawassee,GA,30546,United States,7068967999,,North Georgia,GA/SC Region,South Market,5 Tier-PPP,843,0,GSPCC,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 9am-6pm, Sun Closed",,,,"$.75 E911 Fee (GA), GA - Sales Tax 7%",,,0,0,0,0,0,,,,SPRING COMMUNICATIONS - HIAWASSEE/60144702,,TRUE,36930,
190,718 99th Ave,0,AZ718,284,FALSE,2735 S 99th Ave Suite G-104,Tolleson,AZ,85353,United States,6239367090,,Phoenix West,Southwest Region,West Market,5 Tier-PPP,718,0,9RKCS,,,Not Verified,(GMT-07:00) Mountain Time (US & Canada),FALSE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun 11am-6pm",,,,".8% E911 Fee (AZ), AZ - Sales Tax 8.60%",,,0,0,0,0,0,,,,SPRING - 99TH AVE/60805560,,TRUE,29809,
255,723 Village at Arrowhead,0,AZ723,284,FALSE,20004 N 67th Ave Suite 502,Glendale,AZ,85308,United States,4803517416,,Phoenix West,Southwest Region,West Market,5 Tier-PPP,723,0,47ZNS,,,Not Verified,(GMT-07:00) Mountain Time (US & Canada),FALSE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 11am-8pm, Sun 11am-6pm",,,,".8% E911 Fee (AZ), AZ - Sales Tax 9.2%",,,0,0,0,0,0,,,,SPRING - GLENDALE/61047142,,TRUE,29858,
264,722 Tucson Marketplace,0,AZ722,284,FALSE,1570 E Tucson Marketplace Suite 120,Tucson,AZ,85713,United States,5207627461,,TucQuerque,Southwest Region,West Market,5 Tier-PPP,722,0,NJYCM,,,Not Verified,(GMT-07:00) Arizona,FALSE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-8pm, Sun 11am-6pm",,,,".8% E911 Fee (AZ), AZ - Sales Tax 8.60%",,,0,0,0,0,0,,,,SPRING - E TUCSON MARKETPLACE/61053190,,TRUE,29866,
184,456 Oakview,0,NE456,268,FALSE,3221 Oakview Dr,Omaha,NE,68144,United States,4027189107,,Nebraska,Northern Plains Region,Central Market,5 Tier-PPP,456,0,OTFPI,,,Not Verified,(GMT-06:00) Central Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun Closed",,,,"NE - Sales Tax 7.0%, 1.0% E911 Fee (NE)",,,0,0,0,0,0,,,,SPRING - OAKVIEW/60969867,,TRUE,29803,
678,1636 Port Authority,0,1636N,168,FALSE,625 8th Ave,New York,NY,10018,United States,9175658378,,District,zRetail Support,zRetail Support,5 Tier-PPP,1636,0,IH4K6,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,,"Spring Mobile
Dept of Consumer Affairs
License # 2024842-DCA",,,NY - Sales Tax 8.875%,,,0,0,0,0,0,3/1/2017,,,,,TRUE,59654,2015-07-07T10:39:49.41
554,259 Cheyenne Commons,1,NV259,284,FALSE,3119 N Rainbow,Las Vegas,NV,89108,United States,,,District,zRetail Support,zRetail Support,5 Tier-PPP,259,0,PEG59,,,Not Verified,(GMT-08:00) Pacific Time (US & Canada); Tijuana,TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,,,,,,,,0,0,0,0,0,,,,,,TRUE,36939,2017-06-06T08:04:18.363
548,1607 Union City,0,1607N,168,FALSE,3509 Bergenline Ave,Union City,NJ,7087,United States,,,District,zRetail Support,zRetail Support,5 Tier-PPP,1607,0,F3HYF,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,,,,,,,,0,0,0,0,0,,,,,,TRUE,36983,
1835,2248 Mission Hills,0,2248C,284,FALSE,15509 Devonshire St,Mission Hills,CA,91345,United States,8182214121,,LA North,Greater Los Angeles Region,West Market,5 Tier-PPP,2248,0,R520I,,,Not Verified,(GMT-08:00) Pacific Time (US & Canada); Tijuana,TRUE,Single-Drawer,0,FALSE,TRUE,FALSE,FALSE,FALSE,Do Not Reply,"Mon-Thurs 10am-7pm, Fri 10am-8pm, Sat 10am-7pm, Sun 11am-5pm",,,,"CA - Sales Tax 9.25%, 14.90% E911 Fee (CA)",,,0,0,0,0,0,8/1/2016 0:00,,,,,TRUE,98711,2016-07-14T15:06:36.177
229,236 Long Beach Spring,0,CA236,284,FALSE,6336 E Spring St,Long Beach,CA,90815,United States,5629829013,,South Bay,Greater Los Angeles Region,West Market,5 Tier-PPP,236,0,LA33O,,,Not Verified,(GMT-08:00) Pacific Time (US & Canada); Tijuana,TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Fri 10am-6pm, Sat 10am-7pm, Sun 11am-5pm",,,,"CA - Sales Tax 10.25%, 10.40% E911 Fee (CA)",,,0,0,0,0,0,,,,AFFORDABLE PORTABLES - LA33O/60146671,,TRUE,29837,
506,758 Horizon City,0,TX758,268,FALSE,13998 Horizon Blvd Suite 150,Horizon City,TX,79928,United States,9158521699,,Texas West,Texas Region,South Market,5 Tier-PPP,758,0,KHP8A,,,Not Verified,(GMT-07:00) Mountain Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-8pm, Sun 11am-6pm",,,,"TX - Sales Tax 8.25%, 2% E911 Fee (TX)",,,0,0,0,0,0,4/15/2015,,,SPRING - HORIZON CITY/61354297,,TRUE,31792,
254,754 Zaragoza,0,TX754,268,FALSE,700 N Zaragoza Rd Building B,El Paso,TX,79907,United States,9152063371,,Texas West,Texas Region,South Market,5 Tier-PPP,754,0,K2DIW,,,Not Verified,(GMT-07:00) Mountain Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-8pm, Sun 11am-6pm",,,,"TX - Sales Tax 8.25%, 2% E911 Fee (TX)",,,0,0,0,0,0,,,,SPRING - ZARAGOZA/61027195,,TRUE,29857,
248,481 Merrillville,0,IN481,168,FALSE,2304 Southlake Mall,Merrillville,IN,46410,United States,2197562571,,Illiana,Chicago Region,Central Market,5 Tier-PPP,481,0,3XI92,,,Not Verified,(GMT-06:00) Central Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-9pm, Sun 11am-6pm",,,,"IN - Sales Tax 7%, $1.00 E911 Fee (IN)",,,0,0,0,0,0,,,,SPRING - MERRILLVILLE/61035228,,TRUE,29851,
305,1021 Sinking Springs,0,1021P,168,FALSE,4864 Penn Ave,Sinking Springs,PA,19608,United States,6109276100,,Harly,Liberty States Region,Northeast Market,5 Tier-PPP,1021,0,Q7GAO,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun Closed",,,,"PA - Sales Tax 6%, $1.65 E911 Fee (PA)",,,0,0,0,0,0,Q7GAO,,SPRING COMMUNICATIONS - SINKING SPRINGS/60146885,SPRING COMMUNICATIONS - SINKING SPRINGS/60146885,,TRUE,29905,
2281,1708 Union Deposit,0,1708P,168,FALSE,4002 Union Deposit Rd Suite 100,Harrisburg,PA,17109,United States,7177457050,,Harly,Liberty States Region,Northeast Market,5 Tier-PPP,1708,0,FA28Q,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun 11am-6pm",,,,"PA - Sales Tax 6%, $1.65 E911 Fee (PA)",,,0,0,0,0,0,2/1/2017,,,,,TRUE,112254,
1762,2151 Hastings,0,2151M,268,FALSE,1739 N Frontage Rd,Hastings,MN,55033,United States,6514372600,,Minnesota East,Northern Plains Region,Central Market,5 Tier-PPP,2151,0,DFNCV,,,Not Verified,(GMT-06:00) Central Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun 11am-6pm",,,,"$.84 E911 Fee (MN), MN State 7.125%",,,0,0,0,0,0,6/1/2016,,,,,TRUE,87740,2016-05-15T21:03:52.377
751,1566 Pendleton,1,1566O,284,FALSE,110 SW 20th St,Pendleton,OR,97801,United States,5412766594,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,1566,0,P9LGG,,,Not Verified,(GMT-08:00) Pacific Time (US & Canada); Tijuana,TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun 11am-5pm",,,,$.75 E911 Fee (OR),,,0,0,0,0,0,8/5/2015,,,SPRING-GS-PENDLETON/61379739,,TRUE,77827,2017-05-25T09:38:13.52
2160,2576 Greenville Augusta Rd,1,2576S,284,FALSE,2107 Augusta St  Suite A,Greenville,SC,29605,United States,8648320540,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2576,0,5WCQU,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun Closed",,,,"$.50 E911 Fee (SC), SC - Sales Tax 6%",,,0,0,0,0,0,8/1/2016 0:00,,,,,TRUE,98690,2017-05-05T15:50:22.94
2179,2595 Portsmouth,1,2595V,284,FALSE,"4028 Victory Blvd, Ste D",Portsmouth,VA,23701,United States,7574653325,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2595,0,6C5VS,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,,"Mon-Sat 10am-7pm, Sun Closed",,,,"$.50 E911 Fee (VA), VA - Sales Tax 6%",,,0,0,0,0,0,8/1/2016 0:00,,,,,FALSE,98602,2017-06-22T11:28:14.627
2190,2509 St. Petersburg,1,2509F,284,FALSE,1335 4th St. North,St. Petersburg,FL,33701,United States,7273107502,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2509,0,JT5WQ,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-8pm, Sun 11am-6pm",,,,"FL - Sales Tax 7%, $.40 E911 Fee (FL)",,,0,0,0,0,0,8/1/2016,,,,,TRUE,99027,2017-04-14T09:29:51.097
1857,2270 Edgewater Drive,1,2270F,284,FALSE,"2305 Edgewater Drive, Ste E",Orlando,FL,32804,United States,4077663060,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2270,0,V8OAY,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,FALSE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun 12pm-5pm",,,,"$.40 E911 Fee (FL), FL - Sales Tax 6.5%",,,0,0,0,0,0,8/1/2016 0:00,,,,,TRUE,98664,2017-05-31T15:31:46.98
1935,2348 Forrest Oaks,0,2348N,284,FALSE,2133 Rockford St Suite 300,Mount Airy,NC,27030,United States,3367890330,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2348,0,B4ZLE,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-8pm, Sun 11am-6pm",,,,"NC - Sales Tax 7%, $.60 E911 Fee (NC)",,,0,0,0,0,0,"8/1/2016
Closed: 5/27/17",,,,,TRUE,98747,2016-07-14T15:07:00.357
1953,2367 North Augusta,1,2367S,284,FALSE,1225 Knox Ave,North Augusta,SC,29841,United States,8034427880,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2367,0,WVOZM,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,donotreply@springmobile.com,"Mon-Sat 10am-8pm, Sun Closed",,,,"$.50 E911 Fee (SC), SC - Sales Tax 8.0%",,,0,0,0,0,0,"8/1/2016
Closed on 8/29/2016",,,,,TRUE,98686,2017-06-22T11:16:57.547
2101,2517 Tumwater,1,2517W,284,FALSE,5312 Littlerock Road Sw,TUMWATER,WA,98512,United States,3609435790,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2517,0,Y3C4V,,,Not Verified,(GMT-08:00) Pacific Time (US & Canada); Tijuana,TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-8pm, Sun 11am-6pm",,,,"$.95 E911 Fee (WA), WA - Sales Tax 8.9%",,,0,0,0,0,0,8/1/2016 0:00,,,,,TRUE,98902,2017-05-25T09:40:58.727
2074,2489 Palm Harbor Hwy 19,1,2489F,284,FALSE,33125 Us Hwy 19 N 950,PALM HARBOR,FL,34684,United States,7273179202,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2489,0,YBGKA,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 9am-8pm, Sun 11am-6pm",,,,"FL - Sales Tax 7%, $.40 E911 Fee (FL)",,,0,0,0,0,0,8/1/2016 0:00,,,,,TRUE,99026,2017-05-05T15:49:30.443
483,1085 North Haven,1,1085C,395,FALSE,168 Washington Ave Suite A,North Haven,CT,6473,United States,2032340168,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,1085,0,3HZPA,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun Closed",,,,"CT - Sales Tax 6.35%, $.58 E911 Fee (CT)",,,0,0,0,0,0,2/2/2015,,SPRING COMMUNICATIONS - NORTH HAVEN/61253851,SPRING COMMUNICATIONS - NORTH HAVEN/61253851,,TRUE,84725,2017-05-05T14:28:41.367
1720,2109 Chicago North Harlem,1,2109I,268,FALSE,1801 North Harlem Avenue,Elmwood Park,IL,60707,United States,3128002884,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2109,0,AKHTQ,,,Not Verified,(GMT-06:00) Central Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun Closed",,,,"1.5% E911 Fee (IL), IL - Sales Tax 10.25%",,,0,0,0,0,0,6/1/2016,,,,,TRUE,86298,2017-05-18T08:49:20.12
1721,2110 Country Club Hills,1,2110I,268,FALSE,4003 167th Street,Country Club Hills,IL,60478,United States,7083934750,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2110,0,WMCPZ,,,Not Verified,(GMT-06:00) Central Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 9am-7pm, Sun 12am-5pm",,,,"1.5% E911 Fee (IL), IL - Sales Tax 10.25%",,,0,0,0,0,0,6/1/2016,,,,,TRUE,86299,2017-05-22T07:40:00.47
1733,2122 Bloomington West,1,2122I,268,FALSE,"1006 Jc Parkway, Suite 100 & 101",Bloomington,IL,61705,United States,3092008900,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2122,0,WGQIQ,,,Not Verified,(GMT-06:00) Central Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun Closed",,,,"IL - Sales Tax 6.25%, 1.5% E911 Fee (IL), IL - City Tax 2.50%",,,0,0,0,0,0,6/1/2016,,,,,TRUE,86311,2017-05-05T15:47:11.94
1747,2136 Urbana,1,2136I,268,FALSE,"2740 South Philo Road, Ste C",Urbana,IL,61802,United States,2176894663,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2136,0,7PDY2,,,Not Verified,(GMT-06:00) Central Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-5pm, Closed Sunday",,,,"1.5% E911 Fee (IL), IL - Sales Tax 9.0%",,,0,0,0,0,0,6/1/2016,,,,,TRUE,87770,2017-04-25T11:08:47.163
1749,2138 Washington,1,2138I,268,FALSE,1630 Washington Street,Washington,IL,61571,United States,3094814162,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2138,0,C8L8B,,,Not Verified,(GMT-06:00) Central Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 9am-7pm, Sun Closed",,,,"1.5% E911 Fee (IL), IL - Sales Tax 8.0%",,,0,0,0,0,0,6/1/2016,,,,,TRUE,87767,2017-05-25T09:39:32.93
1750,2139 North Peoria,1,2139I,268,FALSE,"9031 N Allen Rd, Suite 4",Peoria,IL,61615,United States,3097409390,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2139,0,Z6SPF,,,Not Verified,(GMT-06:00) Central Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun Closed",,,,"1.5% E911 Fee (IL), IL - Sales Tax 8.5%",,,0,0,0,0,0,6/1/2016,,,,,TRUE,87768,2017-06-22T10:35:47.887
1755,2144 Indianapolis Shadeland,1,2144I,268,FALSE,7393 N. Shadeland Ave.,Indianapolis,IN,46250,United States,3179601460,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,2144,0,ZRON9,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-8pm, Sun 12pm-5pm",,,,"IN - Sales Tax 7%, $1.00 E911 Fee (IN)",,,0,0,0,0,0,"6/1/2016
Closed 1/28/17",,,,,TRUE,87760,2017-05-05T08:31:50.68
1572,1834 Roosevelt Blvd,0,1834F,168,FALSE,5507 Roosevelt Blvd,Jacksonville,FL,32244,United States,9043897010,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,1834,0,XVKIS,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 10am-7pm, Sun Closed",,,,"FL - Sales Tax 7%, $.40 E911 Fee (FL)",,,0,0,0,0,0,"12/1/2015
Closed 7/10/17",,,SPRING COMMUNICATIONS - ROOSEVELT BLVD/60546957,,TRUE,84691,2015-11-12T13:32:26.213
1611,1844 Bayport Commons,1,1844F,168,FALSE,11727 W Hillsborough Ave,Tampa,FL,33635,United States,8135104934,,Closed Locations,zRetail Support,zRetail Support,5 Tier-PPP,1844,0,EXNA0,,,Not Verified,(GMT-05:00) Eastern Time (US & Canada),TRUE,Single-Drawer,0,FALSE,TRUE,TRUE,FALSE,FALSE,Do Not Reply,"Mon-Sat 11am-7pm, Sun Closed",,,,"FL - Sales Tax 7%, $.40 E911 Fee (FL)",,,0,0,0,0,0,12/1/2015,,,SPRING COMMUNICATIONS - BAYPORT COMMONS/61156825,,TRUE,84721,2017-04-24T14:31:49.543
